Title,Song ID,URL,Lyrics,Duration,Lyricist,Composer,Distribution,Cleaned Lyrics,Tokens No Stopwords,Composer_first_name,Composer_last_name,Lyricist_first_name,Lyricist_last_name,Lyrics Length,Release Year
100 Wesh - ١٠٠ وش,3852502,https://genius.com/Tamer-hosny-100-wesh-lyrics,"أعزائي الغدارين
أعزائي الغدارين، اللي غدروا بمحبتنا
روحوا رب العباد يديكوا على قد نيتكوا من ناحيتنا

من كتر الناس اللي بمية وش
وحشونا الناس اللي بوشين
سامحونا غلطنا خلاص معلش
حرمنا خلاص إحنا آسفين
من كتر الناس اللي بمية وش
وحشونا الناس اللي بوشين
سامحونا غلطنا خلاص معلش
حرمنا خلاص إحنا آسفين

اللهم إحفظنا من القريب قبل الغريب
وإحفظنا من اللي حافظنا وكارهنا وعامل حبيب
ياه سواد سواد مفيش رحمة والطيبة تاهت في الزحمة
حلوة و مرة، كنا سوا و قلوبكو بينا كانت تحس
قولولنا ليه دلوقتي ليه، بنشوفكوا في الحلوة وبس
اللهم إحفظنا من القريب قبل الغريب
وإحفظنا من اللي حافظنا وكارهنا وعامل حبيب
ياه سواد سواد مفيش رحمة والطيبة تاهت في الزحمة
حلوة ومرة، كنا سوا و قلوبكو بينا كانت تحس
قولولنا ليه دلوقتي ليه، بنشوفكوا في الحلوة وبس

وشين وشين، عادي وإيه يعني
على الأقل كانوا واضحين
وشين وشين، عادي وإيه يعني، عادي
بس كانوا بني آدمين، يا عين يا ليل يا ليل

فين الصحاب، فين الأمان
مش إنت صاحبي ولا حبيبي بتاع زمان
بتبقى جنبي بتشكر فيا وباين في عينك عكس الكلام
فين الصحاب، فين الأمان
مش إنت صاحبي ولا حبيبي بتاع زمان
بتبقى جنبي بتشكر فيا وباين في عينك عكس الكلام

اللهم إحفظنا من القريب قبل الغريب
وإحفظنا من اللي حافظنا وكارهنا وعامل حبيب
ياه سواد سواد مفيش رحمة والطيبة تاهت في الزحمة
حلوة ومرة، كنا سوا وقلوبكو بينا كانت تحس
قولولنا ليه دلوقتي ليه، بنشوفكوا في الحلوة وبس

أنا كل يوم بفكر بعدتوا عنا ليه، ما بعرفش أنام
ما بعرفش أنام لحد ما جت في دماغي دعوة أمي
لما كانت تدعيلي وتقولي
روح يا أبني يبعد عنك ولاد الحرام

من كتر الناس اللي بمية وش
وحشونا الناس اللي بوشين
سامحونا غلطنا خلاص معلش
حرمنا خلاص إحنا آسفين

من كتر الناس اللي بمية وش
وحشونا الناس اللي بوشين",05:35,تامر حسني,تامر حسني,أحمد عادل,اعزائي الغدارين اعزائي الغدارين اللي غدروا بمحبتنا روحوا رب العباد يديكوا علي قد نيتكوا من ناحيتنا من كتر الناس اللي بميه وش وحشونا الناس اللي بوشين سامحونا غلطنا خلاص معلش حرمنا خلاص احنا اسفين من كتر الناس اللي بميه وش وحشونا الناس اللي بوشين سامحونا غلطنا خلاص معلش حرمنا خلاص احنا اسفين اللهم احفظنا من القريب قبل الغريب واحفظنا من اللي حافظنا وكارهنا وعامل حبيب ياه سواد سواد مفيش رحمه والطيبه تاهت في الزحمه حلوه و مره كنا سوا و قلوبكو بينا كانت تحس قولولنا ليه دلوقتي ليه بنشوفكوا في الحلوه وبس اللهم احفظنا من القريب قبل الغريب واحفظنا من اللي حافظنا وكارهنا وعامل حبيب ياه سواد سواد مفيش رحمه والطيبه تاهت في الزحمه حلوه ومره كنا سوا و قلوبكو بينا كانت تحس قولولنا ليه دلوقتي ليه بنشوفكوا في الحلوه وبس وشين وشين عادي وايه يعني علي الاقل كانوا واضحين وشين وشين عادي وايه يعني عادي بس كانوا بني ادمين يا عين يا ليل يا ليل فين الصحاب فين الامان مش انت صاحبي ولا حبيبي بتاع زمان بتبقي جنبي بتشكر فيا وباين في عينك عكس الكلام فين الصحاب فين الامان مش انت صاحبي ولا حبيبي بتاع زمان بتبقي جنبي بتشكر فيا وباين في عينك عكس الكلام اللهم احفظنا من القريب قبل الغريب واحفظنا من اللي حافظنا وكارهنا وعامل حبيب ياه سواد سواد مفيش رحمه والطيبه تاهت في الزحمه حلوه ومره كنا سوا وقلوبكو بينا كانت تحس قولولنا ليه دلوقتي ليه بنشوفكوا في الحلوه وبس انا كل يوم بفكر بعدتوا عنا ليه ما بعرفش انام ما بعرفش انام لحد ما جت في دماغي دعوه امي لما كانت تدعيلي وتقولي روح يا ابني يبعد عنك ولاد الحرام من كتر الناس اللي بميه وش وحشونا الناس اللي بوشين سامحونا غلطنا خلاص معلش حرمنا خلاص احنا اسفين من كتر الناس اللي بميه وش وحشونا الناس اللي بوشين,اعزائي الغدارين اعزائي الغدارين اللي غدروا بمحبتنا روحوا رب العباد يديكوا علي نيتكوا ناحيتنا كتر الناس اللي بميه وش وحشونا الناس اللي بوشين سامحونا غلطنا خلاص معلش حرمنا خلاص احنا اسفين كتر الناس اللي بميه وش وحشونا الناس اللي بوشين سامحونا غلطنا خلاص معلش حرمنا خلاص احنا اسفين اللهم احفظنا القريب الغريب واحفظنا اللي حافظنا وكارهنا وعامل ياه سواد سواد مفيش رحمه والطيبه تاهت الزحمه حلوه مره كنا سوا قلوبكو بينا كانت تحس قولولنا ليه دلوقتي ليه بنشوفكوا الحلوه وبس اللهم احفظنا القريب الغريب واحفظنا اللي حافظنا وكارهنا وعامل ياه سواد سواد مفيش رحمه والطيبه تاهت الزحمه حلوه ومره كنا سوا قلوبكو بينا كانت تحس قولولنا ليه دلوقتي ليه بنشوفكوا الحلوه وبس وشين وشين عادي وايه يعني علي الاقل كانوا واضحين وشين وشين عادي وايه يعني عادي كانوا بني ادمين ليل ليل فين الصحاب فين الامان مش انت صاحبي حبيبي بتاع زمان بتبقي جنبي بتشكر فيا وباين عينك عكس الكلام فين الصحاب فين الامان مش انت صاحبي حبيبي بتاع زمان بتبقي جنبي بتشكر فيا وباين عينك عكس الكلام اللهم احفظنا القريب الغريب واحفظنا اللي حافظنا وكارهنا وعامل ياه سواد سواد مفيش رحمه والطيبه تاهت الزحمه حلوه ومره كنا سوا وقلوبكو بينا كانت تحس قولولنا ليه دلوقتي ليه بنشوفكوا الحلوه وبس انا يوم بفكر بعدتوا عنا ليه بعرفش انام بعرفش انام لحد جت دماغي دعوه امي كانت تدعيلي وتقولي روح ابني يبعد عنك ولاد الحرام كتر الناس اللي بميه وش وحشونا الناس اللي بوشين سامحونا غلطنا خلاص معلش حرمنا خلاص احنا اسفين كتر الناس اللي بميه وش وحشونا الناس اللي بوشين,تامر,حسني,تامر,حسني,293,2018
180 Darga - ١٨٠ درجة,8817979,https://genius.com/Tamer-hosny-180-darga-lyrics,"لو راجعة عشان تبعدي بيني وبينها إستني
دي خدت بالها كويس مني
ولا باعت وإتخلت عني
مش زيك خالص على فكرة
الشخص اللي إنتي عرفتيه دلوقتي إتغير
مش ممكن يطلع لحظة صغير
في واحدة معاه مش متحير
مش خايف جنبها من بكرة
ولا عمري هخون

روحي، سيبي روحي لروحي
وضعي معاكي غير الأول
خلاص، ده اللي بينا خلاص
١٨٠ درجة إتحول
روحي، سيبي روحي لروحي
وضعي معاكي غير الأول
خلاص، ده اللي بينا خلاص
١٨٠ درجة إتحول
ولا عمري هخون

الله يسهلك خدي نفسك وإمشي يا بنتي
أنا مكتفي جداً بحبيبتي
مش ممكن أكرر تجربتي
أو أي كلام إتقال ليها
أنا كنت زمان فاكر بعدنا مش بالساهل
أتاريني كنت زمان جاهل
بتنازل عادي وبتساهل
في حقوق أنا ليا كتير فيها
ولا عمري هخون

روحي (روحي) سيبي روحي لروحي
وضعي معاكي غير الأول
خلاص، ده اللي بينا خلاص
١٨٠ درجة إتحول
روحي، سيبي روحي لروحي
وضعي معاكي غير الأول
خلاص، ده اللي بينا خلاص
١٨٠ درجة إتحول",05:08,محمد عاطف,رامي جمال,أحمد إبراهيم,لو راجعه عشان تبعدي بيني وبينها استني دي خدت بالها كويس مني ولا باعت واتخلت عني مش زيك خالص علي فكره الشخص اللي انتي عرفتيه دلوقتي اتغير مش ممكن يطلع لحظه صغير في واحده معاه مش متحير مش خايف جنبها من بكره ولا عمري هخون روحي سيبي روحي لروحي وضعي معاكي غير الاول خلاص ده اللي بينا خلاص درجه اتحول روحي سيبي روحي لروحي وضعي معاكي غير الاول خلاص ده اللي بينا خلاص درجه اتحول ولا عمري هخون الله يسهلك خدي نفسك وامشي يا بنتي انا مكتفي جدا بحبيبتي مش ممكن اكرر تجربتي او اي كلام اتقال ليها انا كنت زمان فاكر بعدنا مش بالساهل اتاريني كنت زمان جاهل بتنازل عادي وبتساهل في حقوق انا ليا كتير فيها ولا عمري هخون روحي روحي سيبي روحي لروحي وضعي معاكي غير الاول خلاص ده اللي بينا خلاص درجه اتحول روحي سيبي روحي لروحي وضعي معاكي غير الاول خلاص ده اللي بينا خلاص درجه اتحول,راجعه عشان تبعدي بيني وبينها استني دي خدت بالها كويس مني باعت واتخلت عني مش زيك خالص علي فكره الشخص اللي انتي عرفتيه دلوقتي اتغير مش ممكن يطلع لحظه صغير واحده معاه مش متحير مش خايف جنبها بكره عمري هخون روحي سيبي روحي لروحي وضعي معاكي الاول خلاص ده اللي بينا خلاص درجه اتحول روحي سيبي روحي لروحي وضعي معاكي الاول خلاص ده اللي بينا خلاص درجه اتحول عمري هخون الله يسهلك خدي نفسك وامشي بنتي انا مكتفي جدا بحبيبتي مش ممكن اكرر تجربتي او اي كلام اتقال ليها انا كنت زمان فاكر بعدنا مش بالساهل اتاريني كنت زمان جاهل بتنازل عادي وبتساهل حقوق انا ليا كتير عمري هخون روحي روحي سيبي روحي لروحي وضعي معاكي الاول خلاص ده اللي بينا خلاص درجه اتحول روحي سيبي روحي لروحي وضعي معاكي الاول خلاص ده اللي بينا خلاص درجه اتحول,رامي,جمال,محمد,عاطف,152,2014
3reft Elly Feha - عرفت اللي فيها,8801064,https://genius.com/Tamer-hosny-3reft-elly-feha-lyrics,"‫

عرفت اللي فيها
عينيه بان عليها
يا قلبي إنه ما حبنيش
حاجات عيشنا ليها
وعشمني بيها
وآخرتها ليه طلعت مافيش

ليه كل اللي ياما وعدني بيه
واللي إتفقنا زمان عليه
ينساه وليه ما ينسينيش
إيه دلوقتي شكلي هيبقى إيه
ويا ريتني أعرف بس ليه
كان ليا فيه وبقيت ماليش

عرفت اللي فيها
عينيه بان عليها
يا قلبي إنه ما حبنيش

آه، آه

سنين عشتهاله
وعيشتهاله
آه، وحاجات كتير ما تتحكيش
وما أعرفش ماله
ما بقاش في باله
آه، أموت يا قلبي ولا أعيش

ليه كل اللي ياما وعدني بيه
واللي إتفقنا زمان عليه
ينساه وليه ما ينسينيش
إيه دلوقتي شكلي هيبقى إيه
ويا ريتني أعرف بس ليه
كان ليا فيه وبقيت ماليش (آه)
ليه كل اللي ياما وعدني بيه
واللي إتفقنا زمان عليه
ينساه وليه ما ينسينيش (آه)
إيه دلوقتي شكلي هيبقى إيه
ويا ريتني أعرف بس ليه
كان ليا فيه وبقيت ماليش",03:56,نادر عبدالله,تامر علي,تميم,‫ عرفت اللي فيها عينيه بان عليها يا قلبي انه ما حبنيش حاجات عيشنا ليها وعشمني بيها واخرتها ليه طلعت مافيش ليه كل اللي ياما وعدني بيه واللي اتفقنا زمان عليه ينساه وليه ما ينسينيش ايه دلوقتي شكلي هيبقي ايه ويا ريتني اعرف بس ليه كان ليا فيه وبقيت ماليش عرفت اللي فيها عينيه بان عليها يا قلبي انه ما حبنيش اه اه سنين عشتهاله وعيشتهاله اه وحاجات كتير ما تتحكيش وما اعرفش ماله ما بقاش في باله اه اموت يا قلبي ولا اعيش ليه كل اللي ياما وعدني بيه واللي اتفقنا زمان عليه ينساه وليه ما ينسينيش ايه دلوقتي شكلي هيبقي ايه ويا ريتني اعرف بس ليه كان ليا فيه وبقيت ماليش اه ليه كل اللي ياما وعدني بيه واللي اتفقنا زمان عليه ينساه وليه ما ينسينيش اه ايه دلوقتي شكلي هيبقي ايه ويا ريتني اعرف بس ليه كان ليا فيه وبقيت ماليش,عرفت اللي عينيه بان عليها قلبي انه حبنيش حاجات عيشنا ليها وعشمني بيها واخرتها ليه طلعت مافيش ليه اللي ياما وعدني بيه واللي اتفقنا زمان ينساه وليه ينسينيش ايه دلوقتي شكلي هيبقي ايه ويا ريتني اعرف ليه ليا وبقيت ماليش عرفت اللي عينيه بان عليها قلبي انه حبنيش اه اه سنين عشتهاله وعيشتهاله اه وحاجات كتير تتحكيش اعرفش ماله بقاش باله اه اموت قلبي اعيش ليه اللي ياما وعدني بيه واللي اتفقنا زمان ينساه وليه ينسينيش ايه دلوقتي شكلي هيبقي ايه ويا ريتني اعرف ليه ليا وبقيت ماليش اه ليه اللي ياما وعدني بيه واللي اتفقنا زمان ينساه وليه ينسينيش اه ايه دلوقتي شكلي هيبقي ايه ويا ريتني اعرف ليه ليا وبقيت ماليش,تامر,علي,نادر,عبدالله,144,2007
Aarrab Kaman - قرب كمان,8908305,https://genius.com/Tamer-hosny-aarrab-kaman-lyrics,"وأنا جنبك حبيبي بجد مش عارف أقولك إيه
معاك الوقت بيعدي ما أحسش بيه
وأي كلام هيوصف إيه في لحظة بعيشها وأنا وياك
كفاية عليا تبقى في حضني وأبقى معاك

قرب كمان من حضني وحس باللي بحس بيه
ده أنا من زمان مستني أعيش وياك اللحظة دي
يا حبيبي قول بحبك وأنا أقولها معاك
قرب كمان من حضني وحس باللي بحس بيه
ده أنا من زمان مستني أعيش وياك اللحظة دي
يا حبيبي قول بحبك وأنا أقولها معاك

حبيبي يفوت سنين وأيام على حبك في قلبي يزيد
كإني بعيش من الأول في حب جديد
بعدت كتير وحضنك عنه مهما بعدت برجع ليه
وقلبي يدوب في إحساسه اللي عايش فيه

قرب كمان من حضني وحس باللي بحس بيه
ده أنا من زمان مستني أعيش وياك اللحظة دي
يا حبيبي قول بحبك وأنا أقولها معاك
قرب كمان من حضني وحس باللي بحس بيه
ده أنا من زمان مستني أعيش وياك اللحظة دي
يا حبيبي قول بحبك وأنا أقولها معاك",04:01,عبير الرزاز,علي شعبان,تميم,وانا جنبك حبيبي بجد مش عارف اقولك ايه معاك الوقت بيعدي ما احسش بيه واي كلام هيوصف ايه في لحظه بعيشها وانا وياك كفايه عليا تبقي في حضني وابقي معاك قرب كمان من حضني وحس باللي بحس بيه ده انا من زمان مستني اعيش وياك اللحظه دي يا حبيبي قول بحبك وانا اقولها معاك قرب كمان من حضني وحس باللي بحس بيه ده انا من زمان مستني اعيش وياك اللحظه دي يا حبيبي قول بحبك وانا اقولها معاك حبيبي يفوت سنين وايام علي حبك في قلبي يزيد كاني بعيش من الاول في حب جديد بعدت كتير وحضنك عنه مهما بعدت برجع ليه وقلبي يدوب في احساسه اللي عايش فيه قرب كمان من حضني وحس باللي بحس بيه ده انا من زمان مستني اعيش وياك اللحظه دي يا حبيبي قول بحبك وانا اقولها معاك قرب كمان من حضني وحس باللي بحس بيه ده انا من زمان مستني اعيش وياك اللحظه دي يا حبيبي قول بحبك وانا اقولها معاك,وانا جنبك حبيبي بجد مش عارف اقولك ايه معاك الوقت بيعدي احسش بيه واي كلام هيوصف ايه لحظه بعيشها وانا وياك كفايه عليا تبقي حضني وابقي معاك قرب كمان حضني وحس باللي بحس بيه ده انا زمان مستني اعيش وياك اللحظه دي حبيبي قول بحبك وانا اقولها معاك قرب كمان حضني وحس باللي بحس بيه ده انا زمان مستني اعيش وياك اللحظه دي حبيبي قول بحبك وانا اقولها معاك حبيبي يفوت سنين وايام علي حبك قلبي يزيد كاني بعيش الاول حب جديد بعدت كتير وحضنك عنه بعدت برجع ليه وقلبي يدوب احساسه اللي عايش قرب كمان حضني وحس باللي بحس بيه ده انا زمان مستني اعيش وياك اللحظه دي حبيبي قول بحبك وانا اقولها معاك قرب كمان حضني وحس باللي بحس بيه ده انا زمان مستني اعيش وياك اللحظه دي حبيبي قول بحبك وانا اقولها معاك,علي,شعبان,عبير,الرزاز,157,2008
Ad El Foraq - قد الفراق,8817917,https://genius.com/Tamer-hosny-ad-el-foraq-lyrics,"قد الفراق
قد الفراق اللي إنت جاي بتطلبه
قد التعب اللي إحنا ممكن نتعبه
قد الفراق
قد الفراق اللي إنت جاي بتطلبه
قد التعب اللي إحنا ممكن نتعبه
الإشتياق إسأل عليه
كل اللي بعدوا وجربوا

هما اللي سابوا بعض قبلنا عملوا إيه
ياما تاهوا وياما عاشوا ندمانين
فاكرها سهلة هتنسى وأنسى في قد إيه
في ناس بتفضل تنسى بعض بالسنين
بالسنين
هما اللي سابوا بعض قبلنا عملوا إيه
ياما تاهوا وياما عاشوا ندمانين
فاكرها سهلة هتنسى وأنسى في قد إيه
في ناس بتفضل تنسى بعض بالسنين
بالسنين

قد الليالي
قد الليالي اللي إنت ياما سهرتها
قد الحنين اللي إفتكرته إنتهى
قد الليالي
قد الليالي اللي إنت ياما سهرتها
قد الحنين اللي إفتكرته إنتهى
في الذكريات دي هنعمل إيه
أنا وإنت أضعف منها

هما اللي سابوا بعض قبلنا عملوا إيه
ياما تاهوا وياما عاشوا ندمانين
فاكرها سهلة هتنسى وأنسى في قد إيه
في ناس بتفضل تنسى بعض بالسنين
بالسنين
هما اللي سابوا بعض قبلنا عملوا إيه
ياما تاهوا وياما عاشوا ندمانين
فاكرها سهلة هتنسى وأنسى في قد إيه
في ناس بتفضل تنسى بعض بالسنين
بالسنين",05:09,تامر حسين,إسلام زكي,إسلام زكي,قد الفراق قد الفراق اللي انت جاي بتطلبه قد التعب اللي احنا ممكن نتعبه قد الفراق قد الفراق اللي انت جاي بتطلبه قد التعب اللي احنا ممكن نتعبه الاشتياق اسال عليه كل اللي بعدوا وجربوا هما اللي سابوا بعض قبلنا عملوا ايه ياما تاهوا وياما عاشوا ندمانين فاكرها سهله هتنسي وانسي في قد ايه في ناس بتفضل تنسي بعض بالسنين بالسنين هما اللي سابوا بعض قبلنا عملوا ايه ياما تاهوا وياما عاشوا ندمانين فاكرها سهله هتنسي وانسي في قد ايه في ناس بتفضل تنسي بعض بالسنين بالسنين قد الليالي قد الليالي اللي انت ياما سهرتها قد الحنين اللي افتكرته انتهي قد الليالي قد الليالي اللي انت ياما سهرتها قد الحنين اللي افتكرته انتهي في الذكريات دي هنعمل ايه انا وانت اضعف منها هما اللي سابوا بعض قبلنا عملوا ايه ياما تاهوا وياما عاشوا ندمانين فاكرها سهله هتنسي وانسي في قد ايه في ناس بتفضل تنسي بعض بالسنين بالسنين هما اللي سابوا بعض قبلنا عملوا ايه ياما تاهوا وياما عاشوا ندمانين فاكرها سهله هتنسي وانسي في قد ايه في ناس بتفضل تنسي بعض بالسنين بالسنين,الفراق الفراق اللي انت جاي بتطلبه التعب اللي احنا ممكن نتعبه الفراق الفراق اللي انت جاي بتطلبه التعب اللي احنا ممكن نتعبه الاشتياق اسال اللي بعدوا وجربوا اللي سابوا قبلنا عملوا ايه ياما تاهوا وياما عاشوا ندمانين فاكرها سهله هتنسي وانسي ايه ناس بتفضل تنسي بالسنين بالسنين اللي سابوا قبلنا عملوا ايه ياما تاهوا وياما عاشوا ندمانين فاكرها سهله هتنسي وانسي ايه ناس بتفضل تنسي بالسنين بالسنين الليالي الليالي اللي انت ياما سهرتها الحنين اللي افتكرته انتهي الليالي الليالي اللي انت ياما سهرتها الحنين اللي افتكرته انتهي الذكريات دي هنعمل ايه انا وانت اضعف اللي سابوا قبلنا عملوا ايه ياما تاهوا وياما عاشوا ندمانين فاكرها سهله هتنسي وانسي ايه ناس بتفضل تنسي بالسنين بالسنين اللي سابوا قبلنا عملوا ايه ياما تاهوا وياما عاشوا ندمانين فاكرها سهله هتنسي وانسي ايه ناس بتفضل تنسي بالسنين بالسنين,اسلام,زكي,تامر,حسين,174,2020
Afalt Alby - قفلت قلبي,8992648,https://genius.com/Tamer-hosny-afalt-alby-lyrics,"أنا لو عيني تشوف غيرك أنا مش هفتحها
وأي كلمة حلوة مش منك مش هسمعها
آه أنا لو عيني تشوف غيرك أنا مش هفتحها
وأي كلمة حلوة مش منك مش هسمعها

قفلت قلبي عليكي خلاص
وكتبت عليه آه إسمك
دمعتي ليه ده أنا أموت نفسي
وما أشوفش دمعة آه منك
قفلت قلبي عليكي خلاص
وكتبت عليه آه إسمك
دمعتي ليه ده أنا أموت نفسي
وما أشوفش دمعة آه منك

أنا لو أطول أفرشلك قلبي تمشي عليه
لإني إتخلقت عشان أحقق كل اللي بتحلمي بيه
أنا لو أطول أفرشلك قلبي تمشي عليه
لإني إتخلقت عشان أحقق كل اللي بتحلمي بيه

آه قفلت قلبي عليكي خلاص
وكتبت عليه آه إسمك
دمعتي ليه ده أنا أموت نفسي
آه وما أشوفش دمعة آه منك
قفلت قلبي عليكي خلاص
وما أشوفش دمعة آه",04:32,تامر حسني,محمد الصاوي,محمد زقزوق,انا لو عيني تشوف غيرك انا مش هفتحها واي كلمه حلوه مش منك مش هسمعها اه انا لو عيني تشوف غيرك انا مش هفتحها واي كلمه حلوه مش منك مش هسمعها قفلت قلبي عليكي خلاص وكتبت عليه اه اسمك دمعتي ليه ده انا اموت نفسي وما اشوفش دمعه اه منك قفلت قلبي عليكي خلاص وكتبت عليه اه اسمك دمعتي ليه ده انا اموت نفسي وما اشوفش دمعه اه منك انا لو اطول افرشلك قلبي تمشي عليه لاني اتخلقت عشان احقق كل اللي بتحلمي بيه انا لو اطول افرشلك قلبي تمشي عليه لاني اتخلقت عشان احقق كل اللي بتحلمي بيه اه قفلت قلبي عليكي خلاص وكتبت عليه اه اسمك دمعتي ليه ده انا اموت نفسي اه وما اشوفش دمعه اه منك قفلت قلبي عليكي خلاص وما اشوفش دمعه اه,انا عيني تشوف غيرك انا مش هفتحها واي كلمه حلوه مش منك مش هسمعها اه انا عيني تشوف غيرك انا مش هفتحها واي كلمه حلوه مش منك مش هسمعها قفلت قلبي عليكي خلاص وكتبت اه اسمك دمعتي ليه ده انا اموت نفسي اشوفش دمعه اه منك قفلت قلبي عليكي خلاص وكتبت اه اسمك دمعتي ليه ده انا اموت نفسي اشوفش دمعه اه منك انا اطول افرشلك قلبي تمشي لاني اتخلقت عشان احقق اللي بتحلمي بيه انا اطول افرشلك قلبي تمشي لاني اتخلقت عشان احقق اللي بتحلمي بيه اه قفلت قلبي عليكي خلاص وكتبت اه اسمك دمعتي ليه ده انا اموت نفسي اه اشوفش دمعه اه منك قفلت قلبي عليكي خلاص اشوفش دمعه اه,محمد,الصاوي,تامر,حسني,128,2010
